time_s,accel_g,stress_mpa,innovation_g
0.0,-0.006827062543071192,0.0,0.0
0.01,0.056580718708961586,0.0,0.0
0.02,0.1039696387334427,0.0,0.0
0.03,0.11155611450907348,0.0,0.0
0.04,0.10099997512723194,0.0,0.0
0.05,0.059529678525529164,0.0,0.0
0.06,0.020754075161752216,0.0,0.0
0.07,-0.025884034134987344,0.0,0.0
0.08,-0.0591754540327924,0.0,0.0
0.09,-0.10906143783615271,0.0,0.0
0.1,-0.13435627415356538,0.0,0.0
0.11,-0.0906658612161246,0.0,0.0
0.12,-0.05770951232900662,0.0,0.0
0.13,0.04752323816571004,0.0,0.0
0.14,0.09512898130827166,0.0,0.0
0.15,0.10713978690591894,0.0,0.0
0.16,0.12029691881846158,0.0,0.0
0.17,0.07967742131693352,0.0,0.0
0.18,0.01797903170363859,0.0,0.0
0.19,0.0031355351980409795,0.0,0.0
0.2,-0.06659244429345597,0.0,0.0
0.21,-0.0939758623664183,0.0,0.0
0.22,-0.12146774006870316,0.0,0.0
0.23,-0.11998506011863097,0.0,0.0
0.24,-0.04609428281239407,0.0,0.0
0.25,-0.0011658003916330006,0.0,0.0
0.26,0.08824777234935217,0.0,0.0
0.27,0.1110133640863939,0.0,0.0
0.28,0.1265422886274032,0.0,0.0
0.29,0.09427903011449164,0.0,0.0
0.3,0.050291260387546166,0.0,0.0
0.31,0.03065162295935719,0.0,0.0
0.32,-0.038229007489177964,0.0,0.0
0.33,-0.07788822011666675,0.0,0.0
0.34,-0.10081053296838358,0.0,0.0
0.35000000000000003,-0.14443398464632587,0.0,0.0
0.36,-0.09552978769393335,0.0,0.0
0.37,-0.03342584347899964,0.0,0.0
0.38,0.04029753115341381,0.0,0.0
0.39,0.09179261427535268,0.0,0.0
0.4,0.13222424414757403,0.0,0.0
0.41000000000000003,0.09209911177239896,0.0,0.0
0.42,0.08255191739783709,0.0,0.0
0.43,0.02527693994430826,0.0,0.0
0.44,-0.014202789621025473,0.0,0.0
0.45,-0.016004168470105842,0.0,0.0
0.46,-0.08553983463378939,0.0,0.0
0.47000000000000003,-0.10398313588452235,0.0,0.0
0.48,-0.11951929080223955,0.0,0.0
0.49,-0.07028311570092209,0.0,0.0
0.5,0.032500016155295686,0.0,0.0
0.51,0.06676823509426584,0.0,0.0
0.52,0.14308244088814315,0.0,0.0
0.53,0.1236082812273215,0.0,0.0
0.54,0.08566441880281563,0.0,0.0
0.55,0.03189018894478287,0.0,0.0
0.56,0.022019364973663365,0.0,0.0
0.5700000000000001,-0.014691250766333933,0.0,0.0
0.58,-0.10723080281937568,0.0,0.0
0.59,-0.13084034992475035,0.0,0.0
0.6,-0.13020758732053417,0.0,0.0
0.61,-0.0699116298045514,0.0,0.0
0.62,-0.040318207491471386,0.0,0.0
0.63,0.054213333664994034,0.0,0.0
0.64,0.1138347598664719,0.0,0.0
0.65,0.13403937083318856,0.0,0.0
0.66,0.09047897570809929,0.0,0.0
0.67,0.06710599939783639,0.0,0.0
0.68,0.03943912657995617,0.0,0.0
0.6900000000000001,-0.005099282701630064,0.0,0.0
0.7000000000000001,-0.07797908448236786,0.0,0.0
0.71,-0.11319631152198263,0.0,0.0
0.72,-0.11779505474544648,0.0,0.0
0.73,-0.12359547062124586,0.0,0.0
0.74,-0.08585613016595278,0.0,0.0
0.75,-0.00022206276397159833,0.0,0.0
0.76,0.08250280270623318,0.0,0.0
0.77,0.11817653182471972,0.0,0.0
0.78,0.10725055242183383,0.0,0.0
0.79,0.06955374197401082,0.0,0.0
0.8,0.033310008427494264,0.0,0.0
0.81,-0.008614699174821074,0.0,0.0
0.8200000000000001,-0.034783567156426505,0.0,0.0
0.8300000000000001,-0.07684579316634914,0.0,0.0
0.84,-0.10553543239614509,0.0,0.0
0.85,-0.13541482207129316,0.0,0.0
0.86,-0.08919484388143595,0.0,0.0
0.87,-0.03320755579587804,0.0,0.0
0.88,0.026052590974060784,0.0,0.0
0.89,0.09745925067743592,0.0,0.0
0.9,0.1253027481836254,0.0,0.0
