time_s,accel_g,stress_mpa,innovation_g
0.795412399,-0.0018811883050662865,1.5372577319438137e-05,-0.0019
0.807332685,-0.007515294678272865,0.00021504178358591216,-0.011318811694933713
0.815980085,-0.026512166472666836,0.0016172631924218604,-0.05708470532172714
0.827459668,-0.03299068398402622,0.007183774834280823,-0.025887833527333166
0.838585462,-0.019338062748033936,0.02173137246683371,0.06799068398402622
0.850317678,-0.01560394220273844,0.0508073797943352,0.022238062748033936
0.863003449,-0.016325904213585,0.1004869144871605,-0.0049960577972615605
0.872848201,-0.0078882468373918,0.17726405875688855,0.06642590421358499
0.879113686,-0.00703837782153845,0.28739778889697015,0.0074882468373918
0.889179048,-0.005185266405397512,0.4369244647368198,0.01803837782153845
0.900723921,-0.0019254538000264489,0.6316257404040181,0.034685266405397513
0.911866869,0.0006617106002541756,0.876562520033787,0.02982545380002645
0.920308213,0.0014149895108737805,1.1760018903819465,0.009338289399745825
0.928803202,-0.001266387808279812,1.5340365425356957,-0.03551498951087378
0.941443541,-0.0027042596242596016,1.9553745123993331,-0.020233612191720186
0.950840105,-0.004444957169287653,2.4456103651341636,-0.025895740375740398
0.961541623,-0.0027688814744846885,3.0108505131436845,0.026244957169287653
0.97203043,-0.004037743633313288,3.657310104202597,-0.02083111852551531
0.983636121,-0.0038606363202036845,4.391465756431087,0.003037743633313288
0.998204886,-0.0006158621454399531,5.21954878541724,0.057960636320203686
1.010799065,-0.0027121228199632175,6.147171446531833,-0.03888413785456005
1.020197916,-0.0046218083518666945,7.180507856518372,-0.03668787718003678
1.034127303,-0.0032604637304639653,8.326592570008625,0.027021808351866693
1.046701106,-0.005050987813804251,9.59278017348826,-0.03663953626953603
1.057589966,-0.0012058256259609127,10.986232202004599,0.08095098781380425
1.067534211,-0.0004145708989772771,12.512834746702278,0.017105825625960913
1.073409,-0.0012261462204627204,14.177529129549663,-0.017985429101022722
1.083553999,0.00045485146941439455,15.984980063291262,0.038126146220462724
1.094792282,-0.004202859674718958,17.94026555320423,-0.10795485146941439
1.104267338,-0.006363175379411397,20.05074524532919,-0.051097140325281044
1.115485036,-0.004556032625113867,22.325565316794282,0.043563175379411394
1.12767594,-0.0034982727044577766,24.7733984751304,0.025956032625113867
1.13485849,-0.004640582755037499,27.402354287492845,-0.028501727295542224
1.145195094,-0.0032500684735768605,30.220582159128476,0.0352405827550375
1.152544506,-0.0059039378855327805,33.236602005484464,-0.06824993152642313
1.163683919,-0.008508078272667067,36.46091589898075,-0.06789606211446722
1.175127947,-0.0075346508517385655,39.90620293390953,0.025708078272667065
1.185687034,-0.010522469280562332,43.5865271964643,-0.07986534914826143
1.196004613,-0.012297152871672353,47.518404892978246,-0.047977530719437674
1.206328326,-0.0119056426398321,51.720702481773145,0.010697152871672352
1.219325782,-0.014779031318058073,56.214059452823655,-0.0792943573601679
1.230694539,-0.015181866042694848,61.02159429711394,-0.011220968681941926
1.241623738,-0.01608642135251767,66.16859681968661,-0.025418133957305147
1.251059288,-0.01790462633426389,71.68244850949318,-0.05151357864748232
1.261397556,-0.01583452158910395,77.59209763693623,0.05910462633426389
1.273865731,-0.014282499891225178,83.92575487309233,0.04463452158910395
1.285784041,-0.013671810854835756,90.7100924194059,0.017682499891225178
1.298308461,-0.012169699929010442,97.97064501341113,0.04377181085483575
1.314108989,-0.00969078218856711,105.73095184249273,0.07266969992901044
1.323818796,-0.008446191165416249,114.01175739983718,0.03669078218856711
1.332560803,-0.006059020229649918,122.8309447432935,0.07074619116541625
1.346182041,-0.005764925453553197,132.20378013894717,0.008759020229649918
1.357603404,-0.0007062099855539711,142.14198340780254,0.1513649254535532
1.370104848,0.0011208106591334653,152.65170907071584,0.05490620998555397
1.381789448,0.0036055787429884875,163.7337350398102,0.07497918934086653
1.395935911,0.007461244223999316,175.38339651557993,0.1167944212570115
1.408079407,0.00883418299743698,187.58993718406782,0.04173875577600068
1.417509863,0.01242274640177285,200.336873317172,0.10946581700256303
